image_id,subject,batch,block,frame_idx,unix_ms,image_path,source_video
subject_sub-031_frame_043816,sub-031,batch2,2,43816,1787038977852,images/batch2/subject_sub-031_frame_043816.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
subject_sub-031_frame_046671,sub-031,batch2,2,46671,1787039087626,images/batch2/subject_sub-031_frame_046671.jpg,E:\正式实验\sub-031_\nir\sub-031_nir.avi
subject_sub-032_frame_012512,sub-032,batch2,1,12512,1787036961035,images/batch2/subject_sub-032_frame_012512.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-032_frame_015752,sub-032,batch2,1,15752,1787037069031,images/batch2/subject_sub-032_frame_015752.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-032_frame_018991,sub-032,batch2,1,18991,1787037176984,images/batch2/subject_sub-032_frame_018991.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-032_frame_022231,sub-032,batch2,1,22231,1787037284987,images/batch2/subject_sub-032_frame_022231.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-032_frame_025471,sub-032,batch2,1,25471,1787037392999,images/batch2/subject_sub-032_frame_025471.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-032_frame_037297,sub-032,batch2,2,37297,1787037787203,images/batch2/subject_sub-032_frame_037297.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-032_frame_040469,sub-032,batch2,2,40469,1787037892953,images/batch2/subject_sub-032_frame_040469.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-032_frame_043643,sub-032,batch2,2,43643,1787037998726,images/batch2/subject_sub-032_frame_043643.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-032_frame_046816,sub-032,batch2,2,46816,1787038104466,images/batch2/subject_sub-032_frame_046816.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-032_frame_049989,sub-032,batch2,2,49989,1787038210245,images/batch2/subject_sub-032_frame_049989.jpg,E:\正式实验\sub-032_\nir\sub-032_nir.avi
subject_sub-033_frame_013868,sub-033,batch2,1,13868,1787038564945,images/batch2/subject_sub-033_frame_013868.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-033_frame_017375,sub-033,batch2,1,17375,1787038681832,images/batch2/subject_sub-033_frame_017375.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-033_frame_020883,sub-033,batch2,1,20883,1787038798776,images/batch2/subject_sub-033_frame_020883.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-033_frame_024390,sub-033,batch2,1,24390,1787038915650,images/batch2/subject_sub-033_frame_024390.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-033_frame_027897,sub-033,batch2,1,27897,1787039032563,images/batch2/subject_sub-033_frame_027897.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-033_frame_036945,sub-033,batch2,2,36945,1787039334157,images/batch2/subject_sub-033_frame_036945.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-033_frame_040334,sub-033,batch2,2,40334,1787039447131,images/batch2/subject_sub-033_frame_040334.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-033_frame_043724,sub-033,batch2,2,43724,1787039560121,images/batch2/subject_sub-033_frame_043724.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-033_frame_047113,sub-033,batch2,2,47113,1787039673113,images/batch2/subject_sub-033_frame_047113.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-033_frame_050503,sub-033,batch2,2,50503,1787039786084,images/batch2/subject_sub-033_frame_050503.jpg,E:\正式实验\sub-033_\nir\sub-033_nir.avi
subject_sub-034_frame_011581,sub-034,batch2,1,11581,1787040875460,images/batch2/subject_sub-034_frame_011581.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-034_frame_014889,sub-034,batch2,1,14889,1787040985733,images/batch2/subject_sub-034_frame_014889.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-034_frame_018196,sub-034,batch2,1,18196,1787041095924,images/batch2/subject_sub-034_frame_018196.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-034_frame_021502,sub-034,batch2,1,21502,1787041206132,images/batch2/subject_sub-034_frame_021502.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-034_frame_024809,sub-034,batch2,1,24809,1787041316370,images/batch2/subject_sub-034_frame_024809.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-034_frame_033765,sub-034,batch2,2,33765,1787041614903,images/batch2/subject_sub-034_frame_033765.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-034_frame_037006,sub-034,batch2,2,37006,1787041722937,images/batch2/subject_sub-034_frame_037006.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-034_frame_040245,sub-034,batch2,2,40245,1787041830932,images/batch2/subject_sub-034_frame_040245.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-034_frame_043486,sub-034,batch2,2,43486,1787041938944,images/batch2/subject_sub-034_frame_043486.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-034_frame_046726,sub-034,batch2,2,46726,1787042046946,images/batch2/subject_sub-034_frame_046726.jpg,E:\正式实验\sub-034_\nir\sub-034_nir.avi
subject_sub-035_frame_012922,sub-035,batch2,1,12922,1787041115037,images/batch2/subject_sub-035_frame_012922.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-035_frame_016246,sub-035,batch2,1,16246,1787041225833,images/batch2/subject_sub-035_frame_016246.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-035_frame_019570,sub-035,batch2,1,19570,1787041336643,images/batch2/subject_sub-035_frame_019570.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-035_frame_022894,sub-035,batch2,1,22894,1787041447445,images/batch2/subject_sub-035_frame_022894.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-035_frame_026219,sub-035,batch2,1,26219,1787041558252,images/batch2/subject_sub-035_frame_026219.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-035_frame_034648,sub-035,batch2,2,34648,1787041839243,images/batch2/subject_sub-035_frame_034648.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-035_frame_037894,sub-035,batch2,2,37894,1787041947452,images/batch2/subject_sub-035_frame_037894.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-035_frame_041142,sub-035,batch2,2,41142,1787042055713,images/batch2/subject_sub-035_frame_041142.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-035_frame_044388,sub-035,batch2,2,44388,1787042163901,images/batch2/subject_sub-035_frame_044388.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-035_frame_047634,sub-035,batch2,2,47634,1787042272098,images/batch2/subject_sub-035_frame_047634.jpg,E:\正式实验\sub-035_\nir\sub-035_nir.avi
subject_sub-036_frame_014831,sub-036,batch2,1,14831,1787042333932,images/batch2/subject_sub-036_frame_014831.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-036_frame_018282,sub-036,batch2,1,18282,1787042448948,images/batch2/subject_sub-036_frame_018282.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-036_frame_021733,sub-036,batch2,1,21733,1787042563992,images/batch2/subject_sub-036_frame_021733.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-036_frame_025184,sub-036,batch2,1,25184,1787042679012,images/batch2/subject_sub-036_frame_025184.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-036_frame_028635,sub-036,batch2,1,28635,1787042794050,images/batch2/subject_sub-036_frame_028635.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-036_frame_037443,sub-036,batch2,2,37443,1787043087662,images/batch2/subject_sub-036_frame_037443.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-036_frame_040657,sub-036,batch2,2,40657,1787043194787,images/batch2/subject_sub-036_frame_040657.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-036_frame_043871,sub-036,batch2,2,43871,1787043301941,images/batch2/subject_sub-036_frame_043871.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-036_frame_047084,sub-036,batch2,2,47084,1787043409036,images/batch2/subject_sub-036_frame_047084.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-036_frame_050298,sub-036,batch2,2,50298,1787043516174,images/batch2/subject_sub-036_frame_050298.jpg,E:\正式实验\sub-036_\nir\sub-036_nir.avi
subject_sub-037_frame_016519,sub-037,batch2,1,16519,1787042421746,images/batch2/subject_sub-037_frame_016519.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-037_frame_020170,sub-037,batch2,1,20170,1787042543445,images/batch2/subject_sub-037_frame_020170.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-037_frame_023823,sub-037,batch2,1,23823,1787042665191,images/batch2/subject_sub-037_frame_023823.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-037_frame_027474,sub-037,batch2,1,27474,1787042786901,images/batch2/subject_sub-037_frame_027474.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-037_frame_031125,sub-037,batch2,1,31125,1787042908613,images/batch2/subject_sub-037_frame_031125.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-037_frame_040198,sub-037,batch2,2,40198,1787043211551,images/batch2/subject_sub-037_frame_040198.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-037_frame_043584,sub-037,batch2,2,43584,1787043324385,images/batch2/subject_sub-037_frame_043584.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-037_frame_046969,sub-037,batch2,2,46969,1787043437234,images/batch2/subject_sub-037_frame_046969.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-037_frame_050353,sub-037,batch2,2,50353,1787043550021,images/batch2/subject_sub-037_frame_050353.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-037_frame_053733,sub-037,batch2,2,53733,1787043662808,images/batch2/subject_sub-037_frame_053733.jpg,E:\正式实验\sub-037_\nir\sub-037_nir.avi
subject_sub-038_frame_017376,sub-038,batch2,1,17376,1787043608132,images/batch2/subject_sub-038_frame_017376.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-038_frame_020518,sub-038,batch2,1,20518,1787043712869,images/batch2/subject_sub-038_frame_020518.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-038_frame_023660,sub-038,batch2,1,23660,1787043817621,images/batch2/subject_sub-038_frame_023660.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-038_frame_026804,sub-038,batch2,1,26804,1787043922398,images/batch2/subject_sub-038_frame_026804.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-038_frame_029946,sub-038,batch2,1,29946,1787044027131,images/batch2/subject_sub-038_frame_029946.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-038_frame_038550,sub-038,batch2,2,38550,1787044313939,images/batch2/subject_sub-038_frame_038550.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-038_frame_041652,sub-038,batch2,2,41652,1787044417330,images/batch2/subject_sub-038_frame_041652.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-038_frame_044753,sub-038,batch2,2,44753,1787044520709,images/batch2/subject_sub-038_frame_044753.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-038_frame_047855,sub-038,batch2,2,47855,1787044624100,images/batch2/subject_sub-038_frame_047855.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-038_frame_050957,sub-038,batch2,2,50957,1787044727505,images/batch2/subject_sub-038_frame_050957.jpg,E:\正式实验\sub-038_\nir\sub-038_nir.avi
subject_sub-039_frame_012683,sub-039,batch2,1,12683,1787043204977,images/batch2/subject_sub-039_frame_012683.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-039_frame_015953,sub-039,batch2,1,15953,1787043313940,images/batch2/subject_sub-039_frame_015953.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-039_frame_019213,sub-039,batch2,1,19213,1787043422925,images/batch2/subject_sub-039_frame_019213.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-039_frame_022483,sub-039,batch2,1,22483,1787043531915,images/batch2/subject_sub-039_frame_022483.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-039_frame_025753,sub-039,batch2,1,25753,1787043640928,images/batch2/subject_sub-039_frame_025753.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-039_frame_034085,sub-039,batch2,2,34085,1787043918632,images/batch2/subject_sub-039_frame_034085.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-039_frame_037282,sub-039,batch2,2,37282,1787044025229,images/batch2/subject_sub-039_frame_037282.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-039_frame_040481,sub-039,batch2,2,40481,1787044131851,images/batch2/subject_sub-039_frame_040481.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-039_frame_043678,sub-039,batch2,2,43678,1787044238423,images/batch2/subject_sub-039_frame_043678.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-039_frame_046876,sub-039,batch2,2,46876,1787044345018,images/batch2/subject_sub-039_frame_046876.jpg,E:\正式实验\sub-039_\nir\sub-039_nir.avi
subject_sub-040_frame_013081,sub-040,batch2,1,13081,1787044811370,images/batch2/subject_sub-040_frame_013081.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-040_frame_016500,sub-040,batch2,1,16500,1787044925360,images/batch2/subject_sub-040_frame_016500.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-040_frame_019920,sub-040,batch2,1,19920,1787045039361,images/batch2/subject_sub-040_frame_019920.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-040_frame_023340,sub-040,batch2,1,23340,1787045153335,images/batch2/subject_sub-040_frame_023340.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-040_frame_026758,sub-040,batch2,1,26758,1787045267281,images/batch2/subject_sub-040_frame_026758.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-040_frame_035277,sub-040,batch2,2,35277,1787045551262,images/batch2/subject_sub-040_frame_035277.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-040_frame_038643,sub-040,batch2,2,38643,1787045663427,images/batch2/subject_sub-040_frame_038643.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-040_frame_042008,sub-040,batch2,2,42008,1787045775613,images/batch2/subject_sub-040_frame_042008.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-040_frame_045375,sub-040,batch2,2,45375,1787045887815,images/batch2/subject_sub-040_frame_045375.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-040_frame_048740,sub-040,batch2,2,48740,1787045999989,images/batch2/subject_sub-040_frame_048740.jpg,E:\正式实验\sub-040_\nir\sub-040_nir.avi
subject_sub-041_frame_008923,sub-041,batch2,1,8923,1787046266779,images/batch2/subject_sub-041_frame_008923.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-041_frame_011985,sub-041,batch2,1,11985,1787046368835,images/batch2/subject_sub-041_frame_011985.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-041_frame_015046,sub-041,batch2,1,15046,1787046470883,images/batch2/subject_sub-041_frame_015046.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-041_frame_018107,sub-041,batch2,1,18107,1787046572917,images/batch2/subject_sub-041_frame_018107.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-041_frame_021169,sub-041,batch2,1,21169,1787046674974,images/batch2/subject_sub-041_frame_021169.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-041_frame_028637,sub-041,batch2,2,28637,1787046923903,images/batch2/subject_sub-041_frame_028637.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-041_frame_031690,sub-041,batch2,2,31690,1787047025664,images/batch2/subject_sub-041_frame_031690.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-041_frame_034744,sub-041,batch2,2,34744,1787047127461,images/batch2/subject_sub-041_frame_034744.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-041_frame_037797,sub-041,batch2,2,37797,1787047229245,images/batch2/subject_sub-041_frame_037797.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-041_frame_040851,sub-041,batch2,2,40851,1787047331040,images/batch2/subject_sub-041_frame_040851.jpg,E:\正式实验\sub-041_\nir\sub-041_nir.avi
subject_sub-042_frame_012540,sub-042,batch2,1,12540,1787053231521,images/batch2/subject_sub-042_frame_012540.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-042_frame_015783,sub-042,batch2,1,15783,1787053339618,images/batch2/subject_sub-042_frame_015783.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-042_frame_019026,sub-042,batch2,1,19026,1787053447747,images/batch2/subject_sub-042_frame_019026.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-042_frame_022270,sub-042,batch2,1,22270,1787053555874,images/batch2/subject_sub-042_frame_022270.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-042_frame_025514,sub-042,batch2,1,25514,1787053663984,images/batch2/subject_sub-042_frame_025514.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-042_frame_033685,sub-042,batch2,2,33685,1787053936352,images/batch2/subject_sub-042_frame_033685.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-042_frame_036868,sub-042,batch2,2,36868,1787054042463,images/batch2/subject_sub-042_frame_036868.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-042_frame_040052,sub-042,batch2,2,40052,1787054148606,images/batch2/subject_sub-042_frame_040052.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-042_frame_043236,sub-042,batch2,2,43236,1787054254738,images/batch2/subject_sub-042_frame_043236.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-042_frame_046421,sub-042,batch2,2,46421,1787054360911,images/batch2/subject_sub-042_frame_046421.jpg,E:\正式实验\sub-042_\nir\sub-042_nir.avi
subject_sub-043_frame_011481,sub-043,batch2,1,11481,1787054367670,images/batch2/subject_sub-043_frame_011481.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-043_frame_014754,sub-043,batch2,1,14754,1787054476775,images/batch2/subject_sub-043_frame_014754.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-043_frame_018029,sub-043,batch2,1,18029,1787054585940,images/batch2/subject_sub-043_frame_018029.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-043_frame_021302,sub-043,batch2,1,21302,1787054695039,images/batch2/subject_sub-043_frame_021302.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-043_frame_024576,sub-043,batch2,1,24576,1787054804168,images/batch2/subject_sub-043_frame_024576.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-043_frame_035550,sub-043,batch2,2,35550,1787055169984,images/batch2/subject_sub-043_frame_035550.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-043_frame_038852,sub-043,batch2,2,38852,1787055280041,images/batch2/subject_sub-043_frame_038852.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-043_frame_042153,sub-043,batch2,2,42153,1787055390065,images/batch2/subject_sub-043_frame_042153.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-043_frame_045454,sub-043,batch2,2,45454,1787055500111,images/batch2/subject_sub-043_frame_045454.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-043_frame_048756,sub-043,batch2,2,48756,1787055610180,images/batch2/subject_sub-043_frame_048756.jpg,E:\正式实验\sub-043_\nir\sub-043_nir.avi
subject_sub-044_frame_012827,sub-044,batch2,1,12827,1787054227472,images/batch2/subject_sub-044_frame_012827.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-044_frame_016046,sub-044,batch2,1,16046,1787054334762,images/batch2/subject_sub-044_frame_016046.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-044_frame_019266,sub-044,batch2,1,19266,1787054442071,images/batch2/subject_sub-044_frame_019266.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-044_frame_022483,sub-044,batch2,1,22483,1787054549338,images/batch2/subject_sub-044_frame_022483.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-044_frame_025703,sub-044,batch2,1,25703,1787054656648,images/batch2/subject_sub-044_frame_025703.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-044_frame_033782,sub-044,batch2,2,33782,1787054925961,images/batch2/subject_sub-044_frame_033782.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-044_frame_036963,sub-044,batch2,2,36963,1787055031971,images/batch2/subject_sub-044_frame_036963.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-044_frame_040143,sub-044,batch2,2,40143,1787055137987,images/batch2/subject_sub-044_frame_040143.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-044_frame_043324,sub-044,batch2,2,43324,1787055244037,images/batch2/subject_sub-044_frame_043324.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-044_frame_046504,sub-044,batch2,2,46504,1787055350024,images/batch2/subject_sub-044_frame_046504.jpg,E:\正式实验\sub-044_\nir\sub-044_nir.avi
subject_sub-045_frame_014434,sub-045,batch2,1,14434,1787054219808,images/batch2/subject_sub-045_frame_014434.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-045_frame_017907,sub-045,batch2,1,17907,1787054335573,images/batch2/subject_sub-045_frame_017907.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-045_frame_021381,sub-045,batch2,1,21381,1787054451378,images/batch2/subject_sub-045_frame_021381.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-045_frame_024854,sub-045,batch2,1,24854,1787054567142,images/batch2/subject_sub-045_frame_024854.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-045_frame_028327,sub-045,batch2,1,28327,1787054682918,images/batch2/subject_sub-045_frame_028327.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-045_frame_037024,sub-045,batch2,2,37024,1787054972800,images/batch2/subject_sub-045_frame_037024.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-045_frame_040407,sub-045,batch2,2,40407,1787055085578,images/batch2/subject_sub-045_frame_040407.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-045_frame_043791,sub-045,batch2,2,43791,1787055198377,images/batch2/subject_sub-045_frame_043791.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-045_frame_047175,sub-045,batch2,2,47175,1787055311161,images/batch2/subject_sub-045_frame_047175.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-045_frame_050558,sub-045,batch2,2,50558,1787055423957,images/batch2/subject_sub-045_frame_050558.jpg,E:\正式实验\sub-045_\nir\sub-045_nir.avi
subject_sub-046_frame_011984,sub-046,batch2,1,11984,1787055919055,images/batch2/subject_sub-046_frame_011984.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-046_frame_015339,sub-046,batch2,1,15339,1787056030872,images/batch2/subject_sub-046_frame_015339.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-046_frame_018694,sub-046,batch2,1,18694,1787056142712,images/batch2/subject_sub-046_frame_018694.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-046_frame_022048,sub-046,batch2,1,22048,1787056254503,images/batch2/subject_sub-046_frame_022048.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-046_frame_025403,sub-046,batch2,1,25403,1787056366346,images/batch2/subject_sub-046_frame_025403.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-046_frame_033992,sub-046,batch2,2,33992,1787056652643,images/batch2/subject_sub-046_frame_033992.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-046_frame_037304,sub-046,batch2,2,37304,1787056763038,images/batch2/subject_sub-046_frame_037304.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-046_frame_040614,sub-046,batch2,2,40614,1787056873375,images/batch2/subject_sub-046_frame_040614.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-046_frame_043925,sub-046,batch2,2,43925,1787056983754,images/batch2/subject_sub-046_frame_043925.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-046_frame_047237,sub-046,batch2,2,47237,1787057094126,images/batch2/subject_sub-046_frame_047237.jpg,E:\正式实验\sub-046_\nir\sub-046_nir.avi
subject_sub-047_frame_017890,sub-047,batch2,1,17890,1787055453948,images/batch2/subject_sub-047_frame_017890.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
subject_sub-047_frame_021269,sub-047,batch2,1,21269,1787055566571,images/batch2/subject_sub-047_frame_021269.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
subject_sub-047_frame_024648,sub-047,batch2,1,24648,1787055679223,images/batch2/subject_sub-047_frame_024648.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
subject_sub-047_frame_028027,sub-047,batch2,1,28027,1787055791873,images/batch2/subject_sub-047_frame_028027.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
subject_sub-047_frame_031406,sub-047,batch2,1,31406,1787055904493,images/batch2/subject_sub-047_frame_031406.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
subject_sub-047_frame_041358,sub-047,batch2,2,41358,1787056236233,images/batch2/subject_sub-047_frame_041358.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
subject_sub-047_frame_044836,sub-047,batch2,2,44836,1787056352147,images/batch2/subject_sub-047_frame_044836.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
subject_sub-047_frame_048313,sub-047,batch2,2,48313,1787056468045,images/batch2/subject_sub-047_frame_048313.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
subject_sub-047_frame_051791,sub-047,batch2,2,51791,1787056583971,images/batch2/subject_sub-047_frame_051791.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
subject_sub-047_frame_055268,sub-047,batch2,2,55268,1787056699888,images/batch2/subject_sub-047_frame_055268.jpg,E:\正式实验\sub-047_\nir\sub-047_nir.avi
